account_id,associate_id,origination_date,account_balance,is_migrated,days_delinquent,cured_flag,last_payment_date,delinquency_status
1125,10,2024-11-16,103218,0,0,1,2022-04-16,Current
1126,1,2025-07-07,331373,0,0,0,2024-05-25,Current
1127,22,2022-05-15,387353,0,0,0,2024-10-20,Current
1128,6,2025-05-12,77877,0,30,0,2023-11-11,Early
1129,13,2024-10-24,239073,0,15,1,2025-04-19,Early
1130,15,2024-10-20,409281,1,15,0,2022-04-26,Early
1131,4,2025-02-11,350228,0,0,0,2022-08-06,Current
1132,13,2023-07-31,393924,0,60,1,2025-04-08,30-60
1133,24,2025-11-05,197878,0,90,0,2022-05-09,60-90
1134,20,2024-03-23,269707,0,0,0,2025-10-31,Current
1135,24,2025-10-20,291249,0,0,0,2024-07-14,Current
1136,15,2023-10-22,87034,0,60,0,2022-04-20,30-60
1137,8,2023-10-06,221389,0,30,0,2025-01-23,Early
1138,5,2025-03-07,367612,1,15,1,2023-08-29,Early
1139,15,2024-01-16,462310,1,90,1,2023-04-14,60-90
1140,4,2023-07-31,238868,0,15,1,2025-11-25,Early
1141,12,2025-03-08,60589,0,0,0,2022-03-20,Current
1142,13,2024-08-01,107221,0,30,0,2023-09-10,Early
1143,2,2023-01-29,305927,1,15,0,2022-04-21,Early
1144,19,2025-04-26,313801,0,120,0,2025-11-02,90+
1145,19,2022-12-05,410444,1,0,0,2023-11-04,Current
1146,4,2022-04-17,167229,1,15,0,2024-07-15,Early
1147,4,2023-02-13,351675,1,30,0,2022-01-15,Early
1148,11,2023-07-17,102227,1,0,0,2025-08-09,Current
1149,5,2022-11-15,315308,0,0,1,2024-10-16,Current
1150,20,2025-12-25,143078,0,60,0,2025-04-26,30-60
1151,11,2022-07-02,353391,1,0,0,2024-07-20,Current
1152,10,2024-02-01,285113,0,15,0,2024-04-17,Early
1153,8,2023-09-02,462817,0,60,0,2025-10-28,30-60
1154,6,2023-01-01,100599,0,0,0,2023-11-29,Current
1155,6,2025-02-05,296367,0,120,0,2023-12-04,90+
1156,8,2024-02-24,447768,1,30,0,2023-10-26,Early
1157,23,2022-09-23,452633,0,0,0,2025-02-26,Current
1158,15,2024-12-29,239651,0,0,1,2024-08-26,Current
1159,14,2024-05-03,118207,1,90,0,2024-06-08,60-90
1160,11,2025-07-19,384199,1,0,0,2022-09-22,Current
1161,12,2025-05-31,414410,0,0,0,2023-07-27,Current
1162,13,2022-05-21,390414,0,0,0,2025-05-09,Current
1163,8,2024-09-09,161426,0,0,1,2025-06-10,Current
1164,18,2024-07-29,184794,0,0,0,2025-09-18,Current
1165,25,2024-07-06,382586,0,120,0,2022-11-01,90+
1166,1,2024-01-11,407776,0,60,0,2022-11-30,30-60
1167,15,2024-10-30,221103,0,0,1,2022-06-05,Current
1168,8,2025-08-09,260307,0,0,0,2024-07-21,Current
1169,11,2025-08-09,71438,0,15,1,2025-01-05,Early
1170,12,2023-04-29,108819,0,0,0,2022-03-03,Current
1171,12,2024-12-01,93856,0,60,1,2023-11-14,30-60
1172,4,2025-02-23,476792,1,60,1,2023-07-23,30-60
1173,16,2025-03-15,354082,0,60,0,2023-08-26,30-60
1174,4,2024-04-24,492244,0,0,0,2023-09-26,Current
1175,5,2023-02-16,109807,0,0,0,2024-08-09,Current
1176,24,2024-06-13,362021,1,0,0,2024-06-27,Current
1177,5,2024-08-19,93461,0,0,0,2022-05-31,Current
1178,8,2022-06-18,143474,0,0,0,2024-10-28,Current
1179,10,2022-07-29,483685,0,60,0,2025-09-13,30-60
1180,17,2024-08-05,395280,1,60,0,2024-08-07,30-60
1181,9,2023-10-24,332579,0,90,0,2024-07-11,60-90
1182,22,2023-05-25,265189,0,60,0,2022-11-16,30-60
1183,19,2023-06-11,457407,0,0,0,2025-11-07,Current
1184,14,2023-01-24,396870,0,15,1,2023-11-28,Early
1185,8,2023-12-16,304730,1,0,1,2024-02-08,Current
1186,9,2023-03-08,296732,0,0,1,2024-10-23,Current
1187,22,2023-04-01,470602,0,15,0,2023-03-08,Early
1188,11,2022-10-06,212793,0,30,0,2024-05-18,Early
1189,23,2024-04-12,104786,0,15,0,2022-02-17,Early
1190,1,2025-07-04,325848,0,0,0,2023-04-25,Current
1191,14,2025-07-22,106635,0,0,0,2025-01-29,Current
1192,5,2023-02-10,445339,0,0,0,2024-09-15,Current
1193,21,2025-11-20,402854,0,0,1,2025-06-10,Current
1194,14,2022-03-19,290909,0,0,0,2025-05-13,Current
1195,4,2023-02-16,295984,1,15,0,2022-02-19,Early
1196,22,2025-03-24,375137,1,60,1,2023-02-17,30-60
1197,23,2022-03-06,162752,1,0,0,2025-04-29,Current
1198,25,2023-09-18,261194,0,15,0,2024-02-07,Early
1199,1,2025-01-14,278584,1,0,0,2022-06-01,Current
1200,22,2023-11-15,468632,0,90,1,2022-07-11,60-90
1201,23,2022-07-26,182886,0,0,0,2024-10-08,Current
1202,19,2024-12-02,128537,1,60,0,2025-06-17,30-60
1203,8,2022-05-16,362402,0,90,0,2022-08-18,60-90
1204,15,2022-11-12,197580,0,60,0,2023-11-06,30-60
1205,21,2022-12-01,135166,0,0,0,2022-05-26,Current
1206,15,2025-01-17,259988,0,15,0,2023-05-29,Early
1207,9,2023-04-10,425854,0,0,0,2025-04-12,Current
1208,21,2024-04-09,347843,0,0,0,2023-07-25,Current
1209,9,2023-01-15,358479,1,0,0,2025-12-05,Current
1210,10,2024-12-14,358950,0,60,0,2025-06-08,30-60
1211,20,2023-09-23,389997,0,60,0,2023-11-10,30-60
1212,25,2023-10-12,244840,0,0,0,2022-01-08,Current
1213,21,2022-06-22,347883,0,0,0,2025-12-18,Current
1214,9,2024-08-28,84785,1,90,0,2023-08-23,60-90
1215,3,2022-05-02,213052,0,0,0,2022-08-07,Current
1216,20,2023-04-06,281791,0,0,1,2024-01-20,Current
1217,25,2025-04-21,397160,0,0,1,2022-10-01,Current
1218,11,2023-01-18,444825,0,30,0,2022-03-05,Early
1219,6,2023-03-19,116253,0,0,1,2024-01-11,Current
1220,2,2025-05-01,141128,0,30,0,2025-07-30,Early
1221,7,2023-02-15,471357,0,0,1,2025-08-11,Current
1222,18,2024-03-09,211081,0,0,0,2025-06-16,Current
1223,2,2024-03-08,439725,0,0,0,2025-08-06,Current
1224,17,2022-01-15,160966,0,0,0,2022-12-10,Current
1225,11,2023-10-05,187854,0,0,0,2025-10-16,Current
1226,12,2024-08-07,149352,0,0,0,2024-09-25,Current
1227,19,2025-05-15,469149,1,30,0,2023-03-10,Early
1228,22,2025-01-05,389298,0,0,0,2022-09-29,Current
1229,24,2025-05-02,189379,0,30,1,2025-04-12,Early
1230,25,2022-04-26,273279,0,90,0,2025-02-28,60-90
1231,7,2022-08-31,287281,0,60,0,2025-06-22,30-60
1232,20,2024-11-12,158297,0,90,1,2025-06-29,60-90
1233,6,2025-11-30,256946,0,15,0,2024-08-04,Early
1234,21,2022-01-18,88346,0,0,1,2025-05-28,Current
1235,24,2023-08-21,162138,0,90,0,2024-01-15,60-90
1236,1,2023-11-18,362916,0,60,0,2025-09-25,30-60
1237,17,2025-05-26,90149,0,60,0,2022-06-29,30-60
1238,11,2022-12-25,398844,0,15,0,2023-02-23,Early
1239,22,2023-11-22,208598,0,15,0,2025-04-28,Early
1240,18,2024-05-25,408902,0,0,0,2022-03-04,Current
1241,21,2023-11-06,178447,0,30,0,2023-06-27,Early
1242,17,2023-03-31,55695,1,0,0,2022-02-07,Current
1243,7,2022-11-21,89169,1,0,0,2022-12-13,Current
1244,17,2024-11-22,360091,0,15,0,2024-09-18,Early
1245,20,2022-10-27,228296,0,0,1,2023-06-01,Current
1246,9,2024-06-18,358009,0,0,0,2024-11-03,Current
1247,17,2025-07-16,206625,1,60,1,2024-07-20,30-60
1248,20,2025-11-12,416645,0,60,0,2022-12-24,30-60
1249,22,2022-04-25,372554,0,15,1,2025-10-18,Early
1250,22,2022-01-01,415898,0,0,0,2022-03-01,Current
1251,8,2022-05-15,403039,0,90,0,2022-03-28,60-90
1252,17,2023-09-26,468032,0,0,0,2022-02-10,Current
1253,7,2023-06-09,236098,0,30,0,2022-07-28,Early
1254,1,2025-12-25,362849,0,0,0,2022-08-31,Current
1255,13,2024-07-03,242994,0,0,0,2022-08-20,Current
1256,23,2024-08-30,427844,1,15,0,2022-12-14,Early
1257,19,2022-08-13,386058,0,30,0,2022-07-01,Early
1258,24,2025-03-05,51881,0,0,0,2023-05-29,Current
1259,19,2023-06-07,482783,0,0,0,2025-07-25,Current
1260,17,2023-08-26,359509,0,0,0,2024-06-04,Current
1261,13,2024-11-18,129211,0,0,1,2024-03-02,Current
1262,16,2022-11-26,206078,0,15,0,2023-11-14,Early
1263,8,2022-07-15,353342,0,0,0,2023-11-11,Current
1264,19,2023-12-07,466047,0,0,0,2023-03-12,Current
1265,18,2023-07-21,412793,0,0,0,2025-01-05,Current
1266,1,2023-01-30,459675,0,0,0,2024-11-27,Current
1267,14,2025-10-15,475659,0,15,0,2022-02-05,Early
1268,19,2025-12-17,485532,0,15,1,2024-07-07,Early
1269,15,2024-11-13,277203,0,0,0,2024-05-20,Current
1270,18,2022-05-26,245558,0,0,0,2024-03-16,Current
1271,2,2023-11-12,186949,0,15,0,2024-01-28,Early
1272,22,2025-12-12,89553,0,0,0,2022-07-15,Current
1273,17,2022-05-18,448138,0,0,0,2023-12-18,Current
1274,18,2025-10-14,434922,0,0,0,2024-04-10,Current
1275,6,2024-12-12,429162,0,0,0,2022-03-02,Current
1276,19,2023-05-02,185758,1,0,0,2022-04-17,Current
1277,4,2025-08-10,82766,0,60,0,2022-09-19,30-60
1278,1,2023-10-06,344150,0,30,1,2024-05-09,Early
1279,8,2025-03-02,81422,0,15,0,2022-09-03,Early
1280,23,2024-02-25,428734,0,0,0,2024-05-18,Current
1281,7,2023-05-10,324349,0,30,0,2024-05-16,Early
1282,3,2022-03-28,204599,0,90,0,2024-07-24,60-90
1283,10,2023-10-19,292555,0,15,1,2023-01-09,Early
1284,10,2024-02-09,461659,0,0,1,2022-10-10,Current
1285,19,2024-04-12,459740,0,15,0,2022-12-28,Early
1286,14,2025-10-08,428621,0,0,0,2024-01-26,Current
1287,2,2023-05-22,78202,0,15,0,2022-10-01,Early
1288,1,2022-01-07,489358,0,0,1,2025-10-11,Current
1289,23,2024-02-15,373836,1,60,0,2024-11-17,30-60
1290,23,2022-02-20,263456,0,15,1,2025-12-21,Early
1291,18,2022-07-10,70855,0,0,0,2023-07-25,Current
1292,7,2025-05-25,241444,0,0,0,2025-12-12,Current
1293,8,2025-01-03,337239,0,0,1,2023-08-12,Current
1294,1,2025-05-01,481940,1,0,1,2024-02-13,Current
1295,25,2022-12-31,361385,1,0,0,2023-10-28,Current
1296,23,2023-01-31,153119,0,0,1,2025-05-10,Current
1297,3,2022-04-02,102003,1,0,1,2025-12-30,Current
1298,24,2023-10-08,144837,0,90,1,2023-09-14,60-90
1299,23,2025-07-01,273068,0,0,1,2023-10-17,Current
1300,8,2025-06-02,406427,1,0,0,2025-02-07,Current
1301,22,2025-08-16,459188,1,0,0,2022-08-13,Current
1302,25,2022-07-07,173805,0,0,1,2024-12-12,Current
1303,15,2022-06-28,405990,1,0,0,2025-07-08,Current
1304,5,2023-02-12,335071,1,15,0,2022-08-11,Early
1305,3,2022-01-31,432733,1,0,0,2025-01-26,Current
1306,19,2022-12-02,165657,1,15,1,2024-06-13,Early
1307,1,2023-03-06,378774,1,60,0,2022-06-10,30-60
1308,15,2022-05-18,154428,0,0,0,2025-03-31,Current
1309,8,2023-05-13,172035,1,0,0,2025-05-21,Current
1310,2,2022-06-25,495563,0,0,0,2022-01-29,Current
1311,3,2025-08-30,280780,1,30,0,2022-10-07,Early
1312,24,2022-07-22,438388,0,0,0,2022-12-14,Current
1313,14,2022-12-21,267282,0,15,0,2024-01-02,Early
1314,24,2025-11-12,119518,0,30,1,2024-05-04,Early
1315,14,2022-07-27,226355,0,15,0,2022-07-10,Early
1316,11,2025-06-03,393470,0,0,1,2022-08-13,Current
1317,16,2024-01-15,193277,1,0,0,2025-03-28,Current
1318,4,2023-09-30,170243,1,30,1,2022-05-05,Early
1319,20,2024-04-22,324892,0,60,0,2025-07-16,30-60
1320,5,2023-05-15,464313,1,90,0,2022-12-12,60-90
1321,22,2025-08-06,446308,1,90,0,2023-11-26,60-90
1322,21,2022-04-15,103311,0,30,0,2023-09-22,Early
1323,14,2024-09-10,72692,0,15,0,2023-10-23,Early
1324,23,2024-12-29,174954,1,30,0,2022-09-11,Early
1325,16,2025-11-24,204934,0,0,1,2023-08-30,Current
1326,18,2024-12-22,442179,1,15,0,2022-11-22,Early
1327,7,2025-12-25,271468,1,0,1,2025-08-04,Current
1328,10,2024-03-10,391651,1,0,0,2024-09-12,Current
1329,7,2023-03-24,130152,0,30,1,2024-09-07,Early
1330,1,2025-04-26,54926,0,0,0,2022-10-21,Current
1331,23,2022-05-23,53969,0,0,0,2025-04-01,Current
1332,21,2024-03-15,85733,0,0,0,2024-12-28,Current
1333,19,2024-12-27,381999,0,60,1,2022-12-23,30-60
1334,16,2024-08-07,91743,0,15,0,2022-06-12,Early
1335,19,2022-08-06,180193,0,0,0,2023-07-04,Current
1336,4,2024-09-14,220948,1,0,0,2022-07-07,Current
1337,18,2024-02-20,419589,0,0,0,2025-01-31,Current
1338,2,2023-06-13,70323,0,0,0,2022-07-28,Current
1339,1,2022-08-17,328572,0,0,0,2022-09-23,Current
1340,15,2024-08-30,84578,0,30,1,2022-12-29,Early
1341,5,2024-07-13,136486,0,0,0,2024-01-31,Current
1342,20,2023-11-20,376284,0,0,1,2024-08-15,Current
1343,11,2022-05-20,307450,0,0,0,2024-03-09,Current
1344,10,2025-10-12,157325,0,0,0,2022-09-22,Current
1345,2,2024-07-03,395973,0,0,1,2023-07-16,Current
1346,3,2024-04-03,318508,1,15,0,2022-03-24,Early
1347,23,2023-10-27,441011,1,0,0,2023-08-21,Current
1348,23,2024-03-03,478565,1,60,1,2024-04-07,30-60
1349,12,2022-08-22,181763,1,15,0,2025-10-14,Early
1350,20,2022-10-19,307971,1,0,0,2022-03-15,Current
1351,5,2024-11-15,145598,1,0,0,2022-04-30,Current
1352,5,2024-10-20,247539,0,15,0,2024-11-29,Early
1353,6,2025-01-06,226968,0,0,0,2023-02-20,Current
1354,9,2023-11-02,107062,0,15,0,2023-04-07,Early
1355,2,2022-11-28,278338,0,60,0,2025-03-27,30-60
1356,21,2024-05-16,260834,0,0,1,2024-03-19,Current
1357,12,2022-05-01,194933,0,15,0,2023-11-10,Early
1358,3,2022-07-31,277909,1,60,0,2024-02-28,30-60
1359,20,2023-09-02,138302,1,0,0,2022-01-31,Current
1360,22,2025-01-13,113928,0,30,1,2024-09-04,Early
1361,12,2025-05-27,264303,0,0,1,2024-11-21,Current
1362,24,2022-12-29,91347,1,0,1,2025-12-12,Current
1363,17,2024-12-25,53121,0,15,1,2022-09-21,Early
1364,10,2022-07-27,133793,1,30,0,2022-05-16,Early
1365,24,2023-02-11,78164,0,90,0,2022-02-23,60-90
1366,14,2023-03-04,337635,0,0,0,2023-06-08,Current
1367,23,2024-06-29,109222,0,0,0,2024-03-11,Current
1368,17,2024-07-22,204237,1,0,0,2022-12-10,Current
1369,18,2024-06-08,53748,0,0,0,2024-02-06,Current
1370,19,2022-04-08,76553,0,0,0,2022-01-19,Current
1371,17,2022-01-16,166547,0,0,1,2025-01-30,Current
1372,14,2024-08-06,110380,0,0,0,2022-02-17,Current
1373,9,2022-07-31,94331,1,0,0,2022-08-13,Current
1374,8,2022-07-23,277105,1,0,0,2023-07-05,Current
1375,2,2023-07-06,170617,0,120,0,2024-08-30,90+
1376,13,2023-12-03,351704,0,30,0,2022-06-28,Early
1377,25,2023-08-29,366009,0,0,0,2023-09-17,Current
1378,7,2024-03-07,489902,0,60,0,2025-09-06,30-60
1379,9,2023-07-01,125910,1,15,0,2025-07-17,Early
1380,22,2024-11-12,447891,0,60,0,2025-07-17,30-60
1381,22,2025-02-16,390130,0,0,0,2024-09-16,Current
1382,11,2022-11-29,257288,0,0,0,2025-05-07,Current
1383,14,2022-10-07,60068,1,60,0,2022-12-09,30-60
1384,4,2024-02-11,104460,1,0,0,2025-02-13,Current
1385,13,2024-11-16,412910,1,60,1,2022-06-15,30-60
1386,2,2023-05-10,96418,0,60,0,2025-11-09,30-60
1387,23,2024-07-18,338350,0,120,1,2025-07-29,90+
1388,5,2025-04-13,178180,1,0,1,2023-11-17,Current
1389,11,2024-08-22,312431,0,0,1,2023-12-25,Current
1390,6,2025-05-08,72337,0,0,1,2025-03-20,Current
1391,18,2022-01-10,201738,0,90,1,2023-06-14,60-90
1392,21,2023-06-11,297667,1,0,0,2025-11-18,Current
1393,10,2025-08-11,182233,0,15,0,2023-02-21,Early
1394,4,2022-03-08,412811,0,0,0,2024-08-01,Current
1395,9,2022-11-29,402215,0,0,0,2022-03-17,Current
1396,6,2024-03-08,148064,0,0,0,2022-09-18,Current
1397,2,2023-01-21,481967,0,0,0,2022-01-14,Current
1398,17,2025-03-15,418655,1,60,1,2025-09-13,30-60
1399,5,2023-05-31,457974,1,0,0,2024-05-03,Current
1400,25,2023-12-05,296686,0,60,0,2023-11-07,30-60
1401,6,2024-06-11,53178,1,15,0,2022-12-24,Early
1402,12,2025-01-19,81831,1,15,0,2024-07-04,Early
1403,23,2024-09-10,183248,0,15,0,2022-06-11,Early
1404,21,2022-11-23,153306,0,0,0,2025-08-08,Current
1405,10,2024-01-02,214726,1,0,0,2022-06-08,Current
1406,22,2022-09-25,304292,0,30,0,2025-12-16,Early
1407,21,2024-04-04,469843,0,0,0,2023-08-25,Current
1408,25,2024-05-07,233622,1,0,0,2023-04-08,Current
1409,6,2023-02-11,424169,0,0,0,2022-07-04,Current
1410,8,2022-06-28,225982,0,30,0,2025-12-03,Early
1411,2,2025-06-14,140417,0,0,0,2023-08-26,Current
1412,12,2023-12-10,239323,0,0,0,2022-03-24,Current
1413,13,2025-01-25,478638,1,0,0,2022-12-27,Current
1414,25,2025-10-15,61984,0,120,0,2022-04-28,90+
1415,21,2023-03-30,139312,0,0,0,2024-07-29,Current
1416,7,2024-07-30,242458,0,15,1,2023-04-26,Early
1417,10,2023-05-09,133291,0,15,0,2023-08-19,Early
1418,13,2025-09-22,319279,0,30,1,2023-11-01,Early
1419,17,2023-02-13,50320,0,0,0,2025-12-18,Current
1420,21,2022-02-17,202756,1,30,0,2024-04-23,Early
1421,14,2022-06-20,499129,0,0,1,2024-07-23,Current
1422,2,2022-04-21,400918,0,0,1,2025-11-14,Current
1423,22,2025-05-19,465105,0,15,1,2025-05-25,Early
1424,11,2024-04-03,276921,0,30,0,2025-11-28,Early
1425,1,2024-06-14,410215,0,15,0,2022-06-18,Early
1426,19,2024-05-30,229971,0,60,1,2023-01-29,30-60
1427,21,2023-02-03,305083,1,0,0,2023-02-25,Current
1428,4,2024-03-30,453986,0,60,1,2023-02-12,30-60
1429,19,2022-01-28,482537,0,0,0,2025-11-24,Current
1430,21,2022-06-02,159863,0,15,1,2024-07-15,Early
1431,11,2025-03-04,91777,1,0,1,2022-10-10,Current
1432,8,2025-11-13,96250,0,0,0,2024-10-24,Current
1433,11,2023-06-01,385178,0,0,0,2023-09-06,Current
1434,4,2022-02-21,417084,0,0,0,2024-09-05,Current
1435,17,2023-06-25,352274,0,0,0,2023-10-31,Current
1436,7,2024-04-29,230418,0,0,0,2024-06-15,Current
1437,8,2024-08-24,445753,1,0,0,2025-11-08,Current
1438,3,2022-03-10,265834,0,15,1,2024-03-03,Early
1439,22,2025-09-24,65216,0,0,1,2024-04-19,Current
1440,2,2024-11-26,396293,0,0,0,2024-10-12,Current
1441,23,2022-05-26,53009,0,0,0,2022-07-08,Current
1442,15,2024-05-06,402048,0,0,1,2024-02-03,Current
1443,24,2025-04-25,210399,0,60,1,2024-02-16,30-60
1444,22,2022-06-05,195281,0,60,1,2022-02-13,30-60
1445,22,2025-04-01,229515,0,0,0,2023-11-02,Current
1446,5,2023-03-04,65029,0,15,1,2025-03-08,Early
1447,24,2024-10-12,260515,0,15,0,2024-05-07,Early
1448,1,2022-09-11,238069,1,0,1,2022-05-22,Current
1449,4,2025-09-26,414315,0,15,1,2023-11-19,Early
1450,15,2025-03-06,164456,0,0,1,2025-01-09,Current
1451,20,2023-03-11,374703,1,0,0,2024-07-25,Current
1452,19,2025-04-15,377036,0,0,1,2023-05-23,Current
1453,3,2022-11-22,382553,1,0,0,2025-12-20,Current
1454,20,2025-08-13,451851,1,15,0,2025-02-24,Early
1455,11,2023-03-24,345209,1,0,1,2025-10-08,Current
1456,17,2022-04-13,292471,1,0,0,2023-10-28,Current
1457,13,2023-04-26,432688,0,0,0,2023-08-18,Current
1458,11,2025-02-24,419484,0,30,1,2024-07-03,Early
1459,2,2024-04-14,83783,0,30,1,2023-09-22,Early
1460,9,2023-05-20,84152,0,15,1,2024-08-21,Early
1461,2,2022-11-19,108741,0,0,0,2025-10-02,Current
1462,21,2025-01-08,419193,1,15,1,2022-08-06,Early
1463,9,2022-12-02,494718,0,0,0,2025-12-04,Current
1464,9,2024-02-24,79092,1,0,1,2025-07-28,Current
1465,8,2022-08-17,198725,1,0,0,2025-03-25,Current
1466,17,2023-11-01,280636,1,0,1,2022-07-04,Current
1467,1,2023-09-25,221541,1,15,0,2023-06-15,Early
1468,25,2025-04-28,304136,1,90,1,2024-09-25,60-90
1469,11,2022-01-09,398627,1,30,0,2024-06-16,Early
1470,8,2022-11-28,433729,0,0,0,2024-08-24,Current
1471,10,2024-06-20,371898,0,0,0,2023-12-06,Current
1472,25,2025-11-19,211050,1,0,1,2025-10-20,Current
1473,7,2025-05-11,137592,1,30,0,2024-09-18,Early
1474,3,2023-08-19,406687,0,30,0,2024-10-08,Early
1475,3,2025-10-09,93169,0,120,0,2025-05-27,90+
1476,18,2025-06-24,491503,0,0,1,2023-03-03,Current
1477,5,2024-05-31,104745,0,60,0,2023-03-12,30-60
1478,12,2024-09-02,160168,1,15,0,2024-07-07,Early
1479,12,2022-03-23,163985,1,60,0,2022-12-08,30-60
1480,19,2025-05-12,317687,0,30,1,2022-02-04,Early
1481,6,2025-04-10,237464,0,15,0,2022-11-22,Early
1482,2,2025-03-02,71067,0,15,1,2024-08-28,Early
1483,12,2023-02-28,101033,0,30,1,2022-10-10,Early
1484,19,2024-08-09,95256,0,0,0,2022-01-17,Current
1485,5,2025-07-12,271705,0,0,0,2025-10-17,Current
1486,12,2024-12-02,289455,0,0,1,2023-04-22,Current
1487,17,2025-07-29,250417,0,0,1,2023-09-14,Current
1488,17,2022-11-12,465407,0,15,1,2022-08-03,Early
1489,10,2024-09-11,136803,0,0,0,2022-02-09,Current
1490,25,2024-04-21,253814,0,0,0,2024-03-17,Current
1491,23,2023-06-13,168843,0,0,0,2023-01-28,Current
1492,17,2023-11-07,78992,0,15,0,2023-09-27,Early
1493,15,2022-10-07,262603,1,0,0,2023-01-29,Current
1494,12,2024-10-20,98803,1,0,0,2025-09-27,Current
1495,16,2025-11-30,422119,1,0,0,2022-06-19,Current
1496,24,2023-07-28,244549,1,0,0,2024-02-29,Current
1497,19,2022-06-12,194282,0,60,0,2025-06-11,30-60
1498,8,2025-12-23,76270,0,0,0,2022-01-31,Current
1499,21,2024-01-13,448413,0,30,1,2022-03-21,Early
1500,17,2025-06-30,294929,1,15,0,2022-03-31,Early
1501,23,2022-10-01,57452,1,90,0,2022-03-15,60-90
1502,5,2025-03-29,353630,0,0,0,2024-02-20,Current
1503,22,2023-11-07,64859,0,0,0,2024-07-20,Current
1504,16,2024-09-07,470452,0,0,0,2022-12-21,Current
1505,6,2022-07-01,475115,1,0,0,2022-12-08,Current
1506,8,2023-01-11,82083,0,15,0,2024-03-03,Early
1507,25,2022-09-04,379852,0,0,1,2024-05-16,Current
1508,18,2022-04-02,161462,0,0,0,2022-12-25,Current
1509,25,2023-01-10,197735,0,60,0,2025-02-07,30-60
1510,12,2024-09-19,405220,1,15,1,2022-06-28,Early
1511,15,2023-10-29,299737,0,0,0,2023-07-24,Current
1512,9,2024-12-25,331197,1,0,1,2025-07-17,Current
1513,13,2024-06-22,192157,0,0,0,2023-09-11,Current
1514,15,2022-03-01,473780,1,90,0,2023-02-24,60-90
1515,10,2025-09-08,401889,1,60,0,2024-05-26,30-60
1516,16,2025-07-04,240167,0,60,1,2022-12-04,30-60
1517,7,2025-07-16,119517,0,90,0,2024-01-14,60-90
1518,17,2022-06-07,202225,0,0,0,2024-03-17,Current
1519,23,2025-07-16,186319,0,0,0,2025-08-26,Current
1520,21,2023-06-02,453769,1,0,0,2025-04-18,Current
1521,22,2025-02-13,464027,0,30,1,2024-04-23,Early
1522,7,2025-05-14,276453,1,60,0,2023-01-18,30-60
1523,14,2023-12-23,449351,0,0,1,2025-02-07,Current
1524,15,2023-10-11,186645,0,0,0,2022-02-08,Current
1525,21,2025-04-08,129267,0,90,1,2022-04-02,60-90
1526,7,2024-11-03,188261,0,0,0,2024-02-07,Current
1527,9,2025-01-08,392221,0,60,1,2022-04-09,30-60
1528,19,2022-05-20,486862,1,0,0,2024-09-11,Current
1529,16,2025-11-30,388767,0,0,1,2025-09-19,Current
1530,8,2023-06-06,181004,1,0,0,2023-02-20,Current
1531,18,2022-09-22,103687,0,15,0,2022-10-28,Early
1532,23,2025-10-01,380456,0,15,1,2024-12-27,Early
1533,18,2023-04-21,157615,1,0,0,2025-05-16,Current
1534,20,2023-03-05,443120,1,60,1,2024-11-14,30-60
1535,7,2025-07-20,77564,0,15,0,2023-08-06,Early
1536,3,2025-04-19,340979,1,30,0,2024-12-22,Early
1537,18,2023-01-09,57697,0,0,1,2023-06-24,Current
1538,10,2023-05-26,130165,0,60,0,2022-02-02,30-60
1539,7,2022-08-23,254994,0,0,0,2022-08-12,Current
1540,17,2024-09-01,460262,1,0,1,2024-02-11,Current
1541,14,2025-11-15,107823,0,0,0,2025-11-02,Current
1542,24,2023-07-13,496586,0,0,0,2024-10-26,Current
1543,3,2025-03-12,59615,0,60,0,2024-04-12,30-60
1544,12,2023-12-17,448276,0,0,1,2025-08-18,Current
1545,13,2024-03-01,442643,0,0,1,2022-06-03,Current
1546,2,2023-03-01,126436,0,60,1,2025-12-07,30-60
1547,3,2022-03-30,241591,0,15,0,2024-10-19,Early
1548,5,2024-08-04,432706,0,30,0,2022-01-17,Early
1549,11,2025-03-05,383261,0,0,0,2022-04-02,Current
1550,8,2023-12-20,84782,0,30,0,2025-08-25,Early
1551,23,2022-01-12,128533,0,0,0,2025-12-20,Current
1552,23,2023-03-24,290011,0,120,0,2023-05-20,90+
1553,12,2025-04-26,239327,1,15,1,2024-03-24,Early
1554,7,2025-09-19,122684,0,15,1,2025-04-06,Early
1555,15,2026-01-01,307165,0,0,0,2023-08-17,Current
1556,24,2025-08-29,265356,0,0,1,2023-03-16,Current
1557,17,2025-12-19,391702,1,0,1,2025-02-09,Current
1558,4,2022-05-16,266621,1,0,0,2024-04-17,Current
1559,22,2025-06-29,285295,0,0,0,2022-05-20,Current
1560,25,2022-02-19,393566,0,30,0,2023-12-09,Early
1561,13,2023-12-23,301435,0,0,0,2022-03-14,Current
1562,18,2023-10-18,307424,0,30,0,2022-05-21,Early
1563,1,2024-12-08,468472,0,0,0,2025-10-14,Current
1564,16,2024-06-22,473221,0,0,1,2023-01-29,Current
1565,13,2024-11-09,318782,1,30,0,2025-10-26,Early
1566,10,2024-03-04,349563,0,30,0,2022-03-06,Early
1567,12,2024-09-22,83377,0,0,0,2025-05-18,Current
1568,2,2024-12-08,156244,0,0,0,2022-10-28,Current
1569,23,2024-01-21,224188,0,15,0,2025-07-26,Early
1570,3,2023-10-17,479850,0,0,0,2024-11-28,Current
1571,10,2025-10-31,263363,0,0,1,2025-02-20,Current
